labels,address,colors,number_entries,id_entries,lat,lon
42,"147 W 43rd St, New York, NY 10036, USA","(0.47887488166822434, 0.5132819810768737, 0.48675120562924046)",16,"['1535822211378-3fee60c354fb54b0', '1539373101019-3fefc695fcf88f44', '1539373759608-3fda07590f970b54', '1541726451741-3fc711500b7ceed0', '1541726768846-3fc9bdf385c10210', '1541730350386-3fc79d567839a358', '1543208521055-3fd9ea85cb5b929a', '1544284371896-3fd74e5ee96ab65a', '1549679021651-3fadf1168f943710', '1552111511634-3fa68f8b9c248780', '1557878433063-3fe8d943b91f0a6a', '1557902487429-3fea10045216ecf5', '1563664529811-3fbc3b7fcbb50840', '1570582541993-3fc42fe225bd3dd4', '1574729729099-3fc04bf7966942d4', '1574730156308-3fdbe0d84893938e']",40.75816764375,-73.98652562499998
43,"B3, N Main Rd, Vasani Nagar, Koregaon Park, Pune, Maharashtra 411001, India","(0.7686274509803922, 0.3058823529411766, 0.32156862745098036)",5,"['1509757690871-3fe7927d85610ce9', '1509761750360-3fef264d98a9e14c', '1521727048636-3fb4103b00715a18', '1523076813061-3fe9f3340a28ab18', '1523087194343-3fe1e3047a36b335']",18.539304599999998,73.88653628
44,"Plot No-11, North Main Road","(0.5745098039215686, 0.5745098039215686, 0.5745098039215686)",14,"['1477378980604-3fc3992582aefbc0', '1491975962360-3fb4f53229ee9188', '1501122896001-3feb1276997efaf3', '1501896062916-3fe7cd0b770407aa', '1501897614089-3fee5559bdb89860', '1501897687032-3fe5176a28eda7ea', '1501898079734-3feecf0e1ab0659e', '1501898243309-3feb3534814d758f', '1501898672418-3fd5f40e72a49e7a', '1504314227008-3fe91fceeb032695', '1508550414410-3fcc474819a387e8', '1508551933888-3fe6f2a0dd9ab7c3', '1516414128704-3fc1cff3ab150d34', '1527300274169-3f494798977e7000']",18.539287714285713,73.88624677142857
45,"123 Greenwich Ave, New York, NY 10014, USA","(0.5764705882352941, 0.47058823529411764, 0.3764705882352941)",4,"['1550891833903-3fecf4ed13cefe0c', '1550892279845-3fe84d798275d750', '1550961015053-3fe21e465ddac88b', '1554531179670-3fef9435ae4700dd']",40.738414275000004,-74.0027915
46,"1107 Broadway, New York, NY 10010, USA","(0.8549019607843138, 0.5450980392156861, 0.7647058823529411)",7,"['1559881873363-3fe0c263579bc792', '1559881983663-3fd3561f926bb1e6', '1559882008629-3f8ee92dee0f0240', '1559882870779-3fedacf0e9e58b9d', '1559885179399-3fe1661a24f33236', '1559885634391-3fe4570f7e8b574c', '1559887272432-3fed77fb623f745f']",40.7427375,-73.98922900000001
47,"295 Lafayette St, New York, NY 10012, USA","(0.5490196078431373, 0.5490196078431373, 0.5490196078431373)",4,"['1568119817785-3fef136019311182', '1568134789527-3fe193cafbec60ee', '1573486523486-3fc37cff1ad69168', '1580002878636-3fe382c16e3d9786']",40.7242453,-73.99592175
48,"70 Washington Pl, New York, NY 10011, USA","(0.8, 0.7254901960784312, 0.45490196078431366)",12,"['1535120727672-3fe3be9a027deacb', '1535129356462-3feada33045c5958', '1535130306478-3fde244353615004', '1535137761783-3fe2ccf4049a28fd', '1535138210568-3fda097dca59c3d0', '1535139702031-3fd2333d37dc7d92', '1535478067444-3fe8158c0ff6c2a0', '1553033873763-3fbd90f6ae690028', '1558222291632-3fe8c02da5de31b0', '1566584211395-3fa1d4ae19481ac0', '1575242438084-3faef2b37545ac00', '1575243921652-3fcf80a7e4a79b44']",40.731642575,-73.99969583333333
49,"310 3rd Ave, New York, NY 10010, USA","(0.4923162550658753, 0.6554316800230626, 0.7037621763066737)",7,"['1580878587944-3feeada66fdf1bba', '1581816690206-3fe7e47fd904d2a5', '1583043571193-3feaa9b2c30aa9b7', '1584179837610-3f9ab8e507c1e900', '1584180226787-3fcf0e600bf8c5f4', '1584206374912-3fb21390a3867890', '1584281270438-3fc6c52de88bc78c']",40.739369857142854,-73.98314485714286
50,"3 Av/E 23 St, New York, NY 10010, USA","(0.29803921568627456, 0.44705882352941156, 0.6901960784313725)",6,"['1581843301477-3fc84c3aa7018e68', '1581888468191-3feaf5fc1b5881ab', '1581894186812-3fd4c91cdcc983bc', '1581894666809-3fe20384403988fa', '1584179796841-3fcd4df219bda8ec', '1584225260780-3fe98715316bae16']",40.739199766666665,-73.9827725
51,"853 Broadway, New York, NY 10003, USA","(0.7764086968039767, 0.542971237418097, 0.41182659731367033)",7,"['1537997059651-3fe539366f226456', '1539308393807-3fdfa335b2f86318', '1542447122352-3fe8c8ea4b1d8371', '1558470102342-3fdafad61e9f2f04', '1558470258298-3fe056157ea11b59', '1564794855471-3fe2f3ab13c91f32', '1574573814488-3fed86340004ed99']",40.73480908571428,-73.99080214285713
52,"348 Bowery, New York, NY 10012, USA","(0.33333333333333337, 0.6588235294117647, 0.40784313725490207)",5,"['1544282118925-3febf928bc385981', '1544284363512-3fdf6192d2b506ba', '1564368199157-3fd74aaf34630b80', '1564416105204-3fda89ea896721ae', '1564423656910-3feb3b36ba99e6f6']",40.726773619999996,-73.9916876
53,"Lt. Petrosino Square, Lafayette St. &, Cleveland Pl, New York, NY 10012, United States","(0.7686274509803922, 0.3058823529411766, 0.32156862745098036)",11,"['1565846163695-3fb122f5ff375090', '1565846639507-3fd778ceb0afddb0', '1566707283285-3feb5a6b4b006b2e', '1567652442862-3f8cfc800ed6b8c0', '1568526628495-3fd1a710287330de', '1570232038358-3fda961c107cf886', '1570233198840-3fe6ecbfd3518012', '1571503234454-3fd9551388be6510', '1572122123508-3fe42187572735f7', '1572567831107-3feb3963dd5d7567', '1573048503104-3fd4e02b05f759ac']",40.721788327272726,-73.99736927272727
54,"94 University Pl, New York, NY 10003, USA","(0.5058823529411766, 0.44705882352941173, 0.7019607843137254)",7,"['1535641564522-3fe4dfe1204e5f19', '1535641713862-3fe777fe8a6c84ff', '1535641762506-3fec8937b0c28e29', '1535642520628-3fe5bd667891a059', '1557368481655-3fdab1b1d5c609ae', '1557368580633-3fee86599c84f04b', '1557368878714-3fd0490c7cbd6db2']",40.734028657142865,-73.99285671428572
55,"7 East12th Street, New York, NY 10003, USA","(0.5764705882352941, 0.47058823529411764, 0.3764705882352941)",8,"['1552413732927-3fe66652a434722a', '1555439822368-3fe0b41033431e2b', '1573591067776-3fe755f85328d82b', '1573592876288-3feda10b47cf0053', '1573593464102-3fdc1aa5a98ebbdc', '1573604924212-3fd225db1ea7b2d0', '1574802534437-3fdc6a2fd0856cc4', '1575472237361-3fe323fcddceaad3']",40.734588175,-73.99376525
56,"35 5th Ave, New York, NY 10003, USA","(0.7877074365715274, 0.6122925634284725, 0.7366372836311443)",8,"['1536150613017-3fe528ba895e75d8', '1536759059808-3fdddaea8ac47b02', '1538400267204-3feb1ad8a7a56b8a', '1538572438295-3fc06ab79213e850', '1539174644137-3fb72698881b9c80', '1539609362091-3fb5bf4b4964dcd8', '1540383936721-3fed44eb99766ab4', '1554661770261-3fc57b457c0abc14']",40.7333066,-73.994987
57,"100 Kenmare St, New York, NY 10012, USA","(0.5490196078431373, 0.5490196078431373, 0.5490196078431373)",6,"['1567831008335-3fd298afe30595c2', '1569213125055-3fbba5f223bec240', '1571505108422-3fa2e5b58f53dac0', '1573882427871-3fe88f70d016bae7', '1580167842348-3fe9db3044bb0db7', '1582016546313-3fd15d1723e4cd5e']",40.721066433333334,-73.99719783333335
58,"400 Broome St, New York, NY 10013, USA","(0.7074240190292312, 0.6728902068904945, 0.5474779417550825)",216,"['1565988023473-3fc52f99a37da330', '1566178059984-3fe1c71cabd5efcc', '1566477452569-3fe3a4fced615127', '1566564774650-3fae9335c991a8f0', '1566564840722-3fac9981f68493c0', '1566566285901-3fc5c378facdc180', '1566713115562-3fd6819b1b32cd5a', '1566822608878-3fe1524b222d108e', '1566957390773-3fe5c59127fcef47', '1567046208871-3fbd2302110bad48', '1567563888928-3fd36428bb162754', '1567564389791-3fca03f5a71eb020', '1567959174693-3fa2792518533550', '1567982106253-3fe5b8c86af34f6b', '1568350191526-3fe3b93bbb750208', '1568559310676-3fc424c7c6b77ca0', '1568605342280-3fd4b083949557c0', '1568643123219-3fde76ed072f007c', '1568679654347-3fb1e695adcd9108', '1569110880329-3fe4afc349fb6219', '1569115950698-3fe2dbe9671225fe', '1569116105423-3fc24e283a0cf2c4', '1569116306135-3fe5fcecfd4a599c', '1569161527713-3fe74ef539e5b0d0', '1569799400150-3fecf5b41b47c3b6', '1569802874498-3fdc87982550ccbc', '1569977792053-3fba8f763ac2dda8', '1569988764266-3fc068a74dad17b4', '1569989032648-3fdb51c15eea6588', '1570075899909-3feb6684b0a4f3d9', '1570103243994-3fd1c16f0c0d899c', '1570165300724-3fca7ffa70d4ded4', '1570199833813-3febc9565a915425', '1570294489819-3fcb639aa47d039c', '1570295086906-3fdf51dd12e7b2ce', '1570296240162-3fc2ae4ff1a156dc', '1570296523065-3fde9cd008abf16a', '1570336797183-3fe3b9a486671872', '1570409749201-3fe462b92975c788', '1570411849294-3fd42030c54f46d2', '1570512263135-3fd7126470d1fe56', '1570537560613-3fe79472cd389854', '1570538993036-3fe954adb3048e50', '1570626257161-3fefae30e3c9ef3f', '1570707799147-3fedde41e9a6dd80', '1570769998091-3feeae387b937709', '1570771683507-3fe3d5a970a68b72', '1571096728561-3fa48ce32818edf0', '1571097191264-3fda00ff96b2282e', '1571098022661-3fe2bccca59d1698', '1571098062199-3fd60b34f6a296f6', '1571098296990-3fee04e7909ef9af', '1571107423854-3fc504e9176374e8', '1571107861553-3fe2d1a1651a27b1', '1571447361090-3fa67ab5c209a690', '1571620142551-3feee8b8fcf73e4c', '1571792555842-3fdeae6cf17f38b2', '1571793032271-3fbaeb9da759e700', '1571801567983-3fd47dcf34fc5178', '1571831681558-3fe601b0978d9a12', '1571831946409-3fde0e93b39c445a', '1571923971461-3fbb65f31912c070', '1571954426341-3fd33731b115c08c', '1571967311701-3fecf29285d5895e', '1571978469807-3fcb5e3388458b6c', '1572007856457-3fb44277d9307fe8', '1572071421573-3feac22ffd9ebc0e', '1572143023398-3fd0acf931384786', '1572149659151-3fe852b4c221304a', '1572229929626-3fc7c3afbe8133a0', '1572233835041-3feed83047ee4a08', '1572234096800-3fe09f3bcb856ceb', '1572236510413-3faf5e8ccf49a3a0', '1572237784801-3feb8a8241b3cc9a', '1572238332224-3fe04406df5ddd89', '1572239346250-3fea6b29d59fc513', '1572545043288-3fe14c46d5dd87d7', '1572698397265-3fe5059d1ff01b01', '1572833802110-3fe19fb4d6d2c99d', '1572833938738-3feec0ea45fa413d', '1572886250231-3fe8b36177762d60', '1572917682040-3fe31e86ac5ffdad', '1572927297646-3fe1591dde74972d', '1573096180865-3fe4371897e613be', '1573219329593-3fc3e2578e453800', '1573264678605-3fe6b03df47534db', '1573302740086-3fefbde4cc27fdda', '1573302797489-3fefb0d8daf1b290', '1573305290794-3fcc9b3f5c32e06c', '1573325029099-3fde351a7b77a43a', '1573328443792-3fc712bc9175aa70', '1573450816087-3feb0d9f7097d4b1', '1573450849633-3fc9a554ce6993d0', '1573482263962-3fc067797358b5dc', '1573483406827-3fd367610ea51774', '1573621679362-3fe411bda617e408', '1573627973995-3fee548b631e2da7', '1573628259049-3fd4f25a158cead0', '1573671631858-3fee2e3d351260a4', '1573881042272-3fd84b3556f226e2', '1573881239191-3fa6899f3bf524f0', '1573965348690-3fb2951178ec8d10', '1574019409263-3fbde89b453f3598', '1574131487619-3fea39a282e9f5bc', '1574134803400-3fe772ed2284da72', '1574253559870-4mc575gjv130ualy', '1574478147984-3fdc1516247474a0', '1574607212604-3fee7d4bfc67ceaa', '1574616959969-3fe9b7f3572ae17d', '1574624207780-3fed732ff3e23567', '1574628708161-3fe90d21c08936f1', '1574642843529-3fe6dedc53496f95', '1574643054928-3fdefc5e875abab0', '1574643399956-3fea6aaf64d65e1e', '1574693052805-3fe43310c734b32e', '1574817147157-3feb3436e49696cc', '1574839117813-3fe34e0d9087ff93', '1574890552008-3fc0e80c38c45aa8', '1574919497635-3fc8b84ea891a6dc', '1574921300893-3fd0f54ba478593e', '1574923694021-3fe758ac5f44e2a7', '1574925255849-3fc02c2099918dc8', '1575049377497-3fe000b9655b2651', '1575162945367-3fecb345d4050258', '1575168563771-3fcdeaf8c1026568', '1575433027936-3fecccbf917905e4', '1575433075500-3fe96c804105be63', '1577149601632-3fc05ac9e81227ec', '1577150402865-3fe25da28e74bc15', '1577151485854-3fe5028463981845', '1577154226433-3fcbc02d9e563dd0', '1577154919760-3fe405445da37090', '1578802069426-3fd0d33e19eae20e', '1578804629312-3fd25be6f055942a', '1578805730024-3fe33a1e4590c2bc', '1578836229325-3febc4aa2b39b2a1', '1578836381154-3fc5c038ebd414ec', '1578846711696-3fcb027529237418', '1578847393214-3fb696fcc33e0ea8', '1578849332170-3fb3f8442d3b5658', '1578918167145-3fe05442a9320b01', '1578941019124-3fd5e0b2f21c3826', '1578944306247-3fea0449516ccf5a', '1580653062007-3fe57087af0c06c3', '1579953747282-3feee4d70e9a0f2c', '1580038766138-3fc08cd15be167a8', '1580068701023-3fdb8e45eb55be4e', '1580122365984-3fd911fdf44bb86e', '1580218887483-3fe90c026c2983be', '1580387308846-3fb6bc3fec66ff48', '1580442068876-3fdae5ea76d0ec9a', '1580442507963-3fb059522864c1d8', '1580481677643-3fef88bc8b965ae5', '1580682201257-3fd501731652f3ee', '1580682921540-3fc3f9790d4a7a84', '1582290746225-3fd86a2d162d7cc6', '1580787452629-3fd499ff35da887a', '1580787536424-3fef9e0d6b229143', '1580822755384-3fb3df1f10b39cc0', '1580851708407-3fd0b2adbca6d166', '1580852082570-3fec0f041c23c6f3', '1580855639294-3fd058ce6db01f22', '1581113625400-3fdddcdf5725aa6c', '1581146317695-3fd37f20a04fd51c', '1581212503443-3f32442edff13000', '1581277063212-3fe76a440539f496', '1581428028830-3fc52df947b76de4', '1581480083142-3fe624251e1fde8f', '1581514989104-3fdd7e36ab70ed20', '1581778821518-3fc18f73a1480d14', '1581784459023-3fea09dde7113052', '1581785142356-3fd0f489ebeb98cc', '1582014862100-3fe0e51f0af1de9d', '1582019402567-3fdf37ec7cd96e14', '1582019679587-3fc47a06f900352c', '1582019808036-3febed8bdc8a66a1', '1582019894970-3fd72880b6dcc3dc', '1582115083745-3fccdf6398c1a720', '1582242709998-3fec42df16c6b008', '1582252098797-3f8ed58d5dd61540', '1582256800460-3fcdae93f8183190', '1582341805476-3fe7f6a17c75395c', '1582511773311-3fcb620bf60ba714', '1582805315503-3fde30bd25149910', '1582805663459-3fcc43bdaec14fd8', '1582865447607-3fe07bb1f4658ea4', '1582866336238-3fd8b0e3b0dbf3b2', '1582867622225-3fc8210136060f14', '1582922515022-3fbfe24f29542190', '1582927035473-3f910d9e4cb7da80', '1582952750296-3fe9b4d32c36a5ba', '1583006539626-3fc4eaff7c582d54', '1583200273669-3fdcb0b85f15328e', '1583299606843-3fedc20b22c6f0d6', '1583383206227-3fc55cbd5723ef10', '1583614515157-3feaa7df5368918d', '1583621146203-3fcf71ebf6bf6100', '1583630207712-3fddf8c02150a606', '1583673090677-3fea9b4c89d48c36', '1583711350091-3fe60fd36f67fdfb', '1583722415733-3fcba67364023e84', '1583729036817-3fe9e3d870ee1df2', '1583891436370-3fc01764d5862504', '1583936985746-3fe2d915c2d8c71d', '1583950974579-3fe430e5092c41cf', '1583959502385-3fe379bff6fafc83', '1583985284047-3fb959549872a348', '1584016372391-3fc5abd37ac65880', '1584026846970-3fe8e8def035d5f8', '1584034851627-3fe334de012ae806', '1584077325294-3fdb770c95d178fe', '1584120584054-3fe0ed9440c9b6d1', '1584292032042-3fe311bf6e37b02c', '1584295703240-3fe9e4558f172d68', '1584343901155-3fe181e9c8362701', '1584384320523-3fe6d840600b17e1']",40.72077009398148,-73.99748424999999
59,"20 Astor Pl, New York, NY 10003, USA","(0.392156862745098, 0.7098039215686274, 0.803921568627451)",4,"['1570770771766-3fe4a6bc5eedab5f', '1572380805744-3fe5296aad3f1ce9', '1572385987348-3f85e5c107370a00', '1572394588516-3fe449570c8486e7']",40.729820775,-73.99168175000001
60,"179 2nd Ave, New York, NY 10003, USA","(0.29803921568627456, 0.44705882352941156, 0.6901960784313725)",4,"['1534906298568-3fedd4f4d4ffc58f', '1534908765948-3fe2d13f6573c2c8', '1538428917419-3fe9b09b04f0602e', '1549425771961-3fdae0e1343f5532']",40.731101325,-73.98643750000001
61,"36 E 10th St, New York, NY 10003, USA","(0.8088102069556555, 0.5338801662244607, 0.3794250871619915)",8,"['1536585329092-3fe8e3f1a09a5026', '1541024619729-3fee60440df6ff46', '1541024917654-3fd5f9ec20ed4964', '1541191322255-3fd7acbb41754e44', '1541192936548-3fee9415430243b7', '1543500730890-3fe164218bd22c69', '1543530964951-3feb7ecd7e37e682', '1572634859305-3fdf4c6ff9aa0e0a']",40.7318097875,-73.99282212499999
62,"203 E 13th St, New York, NY 10003, USA","(0.33333333333333337, 0.6588235294117647, 0.40784313725490207)",6,"['1542340523471-3fd686df1d1b6890', '1555951112964-3fd7094217e34390', '1555992352219-3fec2e1a85f41f35', '1556000534036-3fa739cc723c0480', '1561267613017-3fcdf2b43531a530', '1563538233333-3fe64b4932766c0a']",40.7327845,-73.98762266666667
63,"137 E 13th St, New York, NY 10003, USA","(0.7686274509803922, 0.3058823529411766, 0.32156862745098036)",5,"['1549291679791-3fe4013691ec1d25', '1554479965146-3fdd6b40531fc406', '1555286953997-3fd2e578c15a912c', '1574353856911-3fec0935e7ed63ac', '1580869356708-3fc1d5b45c56fc5c']",40.73320552,-73.9883362
64,"376 Lafayette St, New York, NY 10003, USA","(0.5058823529411766, 0.44705882352941173, 0.7019607843137254)",4,"['1571764056783-3fe9838456078b42', '1571764828696-3fe0a122d554f450', '1571765122687-3fd7b0d5e3177056', '1582638918339-3fe399b3ccf61020']",40.72745115,-73.99380125
65,"383 Lafayette St, New York, NY 10003, USA","(0.5162618156156501, 0.4741299278011555, 0.4366793608549381)",13,"['1535051161853-3feda1b6a9385ac1', '1535055813017-3fa5fffc08e767c0', '1559956479544-3fe91bcb1ceda54d', '1564515816459-3fe8f91ae14abf10', '1568302632688-3fe266f3f9569898', '1570819193551-3fecb7f7ab1bf95e', '1572014347626-3fe1b80e6da69c0e', '1574787173650-3fedd81096cafed4', '1574798948058-3fe3799fd9c9c78a', '1581372180117-3fe48c56c74084ab', '1583256455129-3fd51320c6c551d4', '1583260263875-3fb298eb763acc30', '1583874414264-3fe87f11f1e094c1']",40.7276327,-73.9930803846154
66,"770 Broadway, New York, NY 10003, USA","(0.7, 0.7, 0.7)",9,"['1544472162299-3fec6d6e93717b95', '1550027414413-3f93e023e9765760', '1550074102546-3fefa260f89af716', '1550083836828-3fea1e37e7da3b7f', '1550086700062-3fc352ecd5891624', '1559434622723-3fe783e15853c3d5', '1563042959177-3fe188783e96ea64', '1574818895988-3fe884d2e5a0d36d', '1580003684231-3fd1dbb57dd2192e']",40.730572,-73.99062211111111
67,"423 Lafayette St, New York, NY 10003, USA","(0.5490196078431373, 0.5490196078431373, 0.5490196078431373)",5,"['1538173532876-3fddbc04f3d9f60c', '1544131683047-3fe3d922ddf54aa1', '1549904675860-3fe91d5c2d51794b', '1559956601221-3fc45042fa1bf8f4', '1580003550636-3fe70a382445e116']",40.7288127,-73.9922546
68,"95 E 10th St, New York, NY 10003, USA","(0.8, 0.7254901960784312, 0.45490196078431366)",6,"['1542420579103-3fdd5b46908b9c60', '1542422077143-3feb134d74bdde24', '1542423661553-3fc12840032b6760', '1542439891673-3fe52e5fc8dc66fd', '1548776993027-3fd7c6776251b3fc', '1555677959153-3f7ef1286c6e2100']",40.73081895,-73.98902783333334
69,"726 Broadway, New York, NY 10003, USA","(0.49865491629109393, 0.651990692500801, 0.6974235150814551)",12,"['1540506661253-3fe5721fb38b3386', '1549473373383-3fe20869ce31124f', '1568662362143-3fbe804ded43f940', '1568664144657-3fe4450618de12e5', '1569533841184-3f92af45fb22af40', '1569853025166-3fe79f9902ad343e', '1572025867854-3fed0e2b16b9658f', '1572296759771-3fef8e129e4177e6', '1572313738811-3fe7007b5a339c2f', '1572548226572-3fe6b3decb162a61', '1574272870724-3fc529c3ac256284', '1574436454103-3fbbae18bfe00f58']",40.729322075,-73.99331941666667
70,"44 West 4th Street, New York, NY 10012, USA","(0.29803921568627456, 0.44705882352941156, 0.6901960784313725)",10,"['1535471118331-3fed087902cd30ff', '1535472248942-3fdca499b9a3ae3a', '1537551336851-3fd82baae9531330', '1548960098783-3fea707fcbf86f88', '1548967684059-3fe102d570f87b3a', '1570235379482-3fc268a95cda74b8', '1571853277138-3fc8548a0289747c', '1571854569590-3fa446fa655fcba0', '1571856905671-3fe8dbab8210170e', '1572618740752-3fc17b3061389118']",40.72911784,-73.9959504
71,"Meyer Block, New York, NY 10003, USA","(0.8666666666666666, 0.5176470588235296, 0.32156862745098047)",12,"['1566232282141-3febb02cb4733363', '1566232344149-3fef7b3140fe50ab', '1568850217920-3fea0e5cf2822942', '1570567929814-3febe25b6c9e5b7f', '1571418073964-3fcb527141a48018', '1571488959323-3fe16b5891fc6a34', '1571939540839-3fbd57bd7a14c5a0', '1573681271795-3fd511c55cb2fc86', '1580244626362-3fe9625ab67574e5', '1580834071053-3fee88a28d7d7912', '1581430288205-3feb37495889d21c', '1583253589426-3fa19e1ff05f05c0']",40.72905860833334,-73.9941945
72,"238 Thompson St, New York, NY 10012, USA","(0.33333333333333337, 0.6588235294117647, 0.40784313725490207)",29,"['1536253283484-3fe988e6c218220e', '1537726283982-3fd327f1793e7928', '1540502324572-3fd7bca0ed5d080e', '1543505792275-3fdeef29e25c0f18', '1543523461180-3fea64ba85770835', '1549564464486-3fea6221b767bb4e', '1549649464794-3fe6f1357ca2a7c1', '1566245974324-3febf52c4411cc6e', '1566405729476-3fe8b994a53b719f', '1566406041023-3fe888e1f71dd5bf', '1566406143410-3fea1e984432c472', '1570716668728-3fe5a9631e1449b5', '1574289880291-3fe93665a74de4f4', '1574290939758-3fdd819e7a89b1ea', '1574291490905-3fe44121c3bf92df', '1575497026600-3fc5f7b44d6bced8', '1575497698307-3feff61c162df0df', '1575497967335-3f9e3ae56c9b7200', '1575498209119-3fe76ad739180d6f', '1575498516040-3fecc83dc9aa1c6d', '1580927077491-3fe994e193c646b1', '1580936661198-3fb3933ad28aa5f0', '1581620969179-3fb1bd5aa635baa8', '1582155341554-3fe19b1d5628dd01', '1582239319112-3fe7e440104add5a', '1582759399804-3fd419e11d301936', '1582759927632-3fd68485c00a4a9a', '1583356465455-3fe78ed40e450b90', '1583363741282-3fd1f38140885be6']",40.72982728965518,-73.99811565517241
73,"566 LaGuardia Pl, New York, NY 10012, USA","(0.7686274509803922, 0.3058823529411766, 0.32156862745098036)",7,"['1553206944989-3fdedf9cae7062e8', '1553207189736-3fefb7ba31fe7e77', '1553210119972-3fe1d959bf2b56c5', '1553215254471-3feb2277bc9a637a', '1553807855383-3fbc181a60c64800', '1555001100427-3fc397763d9f9184', '1555001108512-3febae4fd9e20f16']",40.72994884285714,-73.99774842857143
74,"59 Washington Square S, New York, NY 10012, USA","(0.5058823529411766, 0.44705882352941173, 0.7019607843137254)",4,"['1534967571851-3fe65eeb088fee25', '1553127802861-3fe3d06842082ccf', '1553302681126-3feab6a1e67ec81f', '1569448661447-3fd1071bb42caaaa']",40.73045515,-73.997826
75,"Unnamed Road, New York, NY 10012, USA","(0.5209561440106314, 0.47385379083674484, 0.4319850324599568)",10,"['1558380280974-3fe03307a2f7a45f', '1558380544289-3fc4944547c3c3a4', '1561412642208-3fe9a5e67b9715b9', '1562369093536-3fe27278e0cff789', '1565274603910-3fd353564dd5b830', '1565282139941-3fc2d91a1dff0710', '1567962703440-3fe8e733336e6980', '1569613493281-3fe29a21fbaef8b0', '1569613624496-3fb93685d3062460', '1583790599306-3fdbcb6aa4b350b4']",40.73082766,-73.99738779999998
76,"Bobst Library, 70 Washington Square S, New York, NY 10012, USA","(0.7288583699325375, 0.6711416300674624, 0.7120547621237182)",5,"['1537544338909-3fc9347bbfd65050', '1554326613038-3fe4b70be355a69d', '1554327385289-3fc2085db2b2383c', '1554327974334-3fdfb9ac7eacb9d8', '1554328227523-3fd4fe082f313a44']",40.7294057,-73.9974486
77,"70 Washington Square S, New York, NY 10012, USA","(0.5490196078431373, 0.5490196078431373, 0.5490196078431373)",7,"['1544208717138-3fe7a821560931a4', '1544855761938-3fec4350622a5aa5', '1555802918259-3feeda86337a6fa5', '1575496388733-3faffc39ebc65c60', '1581344448825-3fe1ebda3b3bf458', '1581387281647-3fe0644fa485f946', '1583160781873-3fbe5669727af460']",40.72946934285714,-73.9971672857143
78,"750 Broadway, New York, NY 10003, USA","(0.6730453334990062, 0.6533568628392303, 0.5818566272853075)",6,"['1534790701969-3fe02bfd643cade4', '1557337182163-3fc9505a42b39474', '1557339996362-3f8b46a3c9d37140', '1557345270231-3fe57114e0a1c318', '1558281553570-3fd49dd6ea9a2e96', '1581099874732-3fb4d06512334008']",40.73039145,-73.99240200000001
79,"239 Greene St # 4, New York, NY 10003, USA","(0.392156862745098, 0.7098039215686274, 0.803921568627451)",6,"['1543876583646-3fd7af7811dbe2da', '1543901779932-3fbb2aaffee97028', '1543903285104-3fee684b4ee6f025', '1555448172101-3fe8071029dad827', '1563379676790-3fefd407a73f8403', '1563381831816-3fe9aae913e761c2']",40.72976671666667,-73.99558783333335
80,"3 Av/E 11 St, New York, NY 10003, USA","(0.29803921568627456, 0.44705882352941156, 0.6901960784313725)",5,"['1541996513459-3fc2316c8da07738', '1542647786936-3fe005e61a513d0f', '1556048350599-3fd6d988c33bf3ca', '1556052841000-3fca0a5274b6ff08', '1564952401726-3fee15323e755c21']",40.731253419999994,-73.98849600000001
